protein_id	protein_name	copy_number
BHFGHA_14275	HNH endonuclease	1
BHFGHA_14280	Uncharacterized protein YiiE	1
BHFGHA_14285	formate dehydrogenase accessory protein FdhE	1
BHFGHA_14290	formate dehydrogenase cytochrome b556 subunit	1
BHFGHA_14295	formate dehydrogenase O subunit beta	1
BHFGHA_14300	formate dehydrogenase-N subunit alpha	1
BHFGHA_14305	formate dehydrogenase accessory sulfurtransferase FdhD	1
BHFGHA_14310	Lipoprotein	1
BHFGHA_14315	Porin	1
BHFGHA_14320	L-rhamnose mutarotase	1
BHFGHA_14325	rhamnulose-1-phosphate aldolase	1
BHFGHA_14350	L-rhamnose isomerase	1
BHFGHA_14355	rhamnulokinase	1
BHFGHA_14360	HTH-type transcriptional activator RhaS	1
BHFGHA_14365	HTH-type transcriptional activator RhaR	1
BHFGHA_14370	L-rhamnose/proton symporter RhaT	1
BHFGHA_14375	superoxide dismutase [Mn]	1
BHFGHA_14380	2-keto-3-deoxygluconate transporter	1
BHFGHA_14385	6-hydroxyaminopurine reductase	1
BHFGHA_14395	envelope stress sensor histidine kinase CpxA	1
BHFGHA_14400	envelope stress response regulator transcription factor CpxR	1
BHFGHA_14405	cell-envelope stress modulator CpxP	1
BHFGHA_14410	Integrase	1
BHFGHA_14415	Helix-turn-helix domain-containing protein	1
BHFGHA_14420	Cox protein	1
BHFGHA_14425	Phage protein	1
BHFGHA_14430	Phage protein B	1
BHFGHA_14435	Uncharacterized protein in GpA 5'region	1
BHFGHA_14440	Uncharacterized protein in GpA 5'region	1
BHFGHA_14445	Uncharacterized protein in gpA 5'region	1
BHFGHA_14450	DUF5405 domain-containing protein	1
BHFGHA_14455	Replication gene A protein	1
BHFGHA_14460	3'-5' exoribonuclease	1
BHFGHA_14465	HIRAN domain-containing protein	1
BHFGHA_14470	phage portal protein	1
BHFGHA_14475	Terminase, ATPase subunit	1
BHFGHA_14480	Capsid assembly scaffolding protein	1
BHFGHA_14485	phage major capsid protein, P2 family	1
BHFGHA_14490	Terminase, endonuclease subunit	1
BHFGHA_14495	Head completion/stabilization protein	1
BHFGHA_14500	Baseplate protein X	1
BHFGHA_14505	Holin	1
BHFGHA_14510	Endolysin	1
BHFGHA_14515	Putative antiholin	1
BHFGHA_14520	Rz-like lysis system protein LysB	1
BHFGHA_14525	Rz1-like lysis system protein LysC	1
BHFGHA_14530	Tail completion protein R	1
BHFGHA_14535	phage virion morphogenesis protein	1
BHFGHA_14540	Phage baseplate assembly protein	1
BHFGHA_14545	Baseplate protein W	1
BHFGHA_14550	Baseplate protein J	1
BHFGHA_14555	phage tail protein I	1
BHFGHA_14560	Phage tail fiber protein H (GpH)	1
BHFGHA_14565	Tail fiber assembly protein GpG	1
BHFGHA_14570	Restriction endonuclease	1
BHFGHA_14575	DUF3800 domain-containing protein	1
BHFGHA_14580	Tail sheath protein	1
BHFGHA_14585	Tail tube protein	1
BHFGHA_14590	Tail assembly protein E	1
BHFGHA_14595	putative tape measure protein	1
BHFGHA_14600	GpU phage protein	1
BHFGHA_14605	putative baseplate hub protein	1
BHFGHA_14610	prophage transcriptional regulator OgrK	1
BHFGHA_14615	CDF family cation-efflux transporter FieF	1
BHFGHA_14620	hypothetical protein	1
BHFGHA_14625	6-phosphofructokinase	1
BHFGHA_14630	sulfate/thiosulfate ABC transporter substrate-binding protein Sbp	1
BHFGHA_14635	CDP-diacylglycerol diphosphatase	1
BHFGHA_14640	triose-phosphate isomerase	1
BHFGHA_14645	Uncharacterized protein YiiQ	1
BHFGHA_14650	Uncharacterized protein YiiR	1
BHFGHA_14655	DUF406 domain-containing protein	1
BHFGHA_14660	universal stress protein UspD	1
BHFGHA_14665	ferredoxin--NADP(+) reductase	1
BHFGHA_14670	class II fructose-bisphosphatase	1
BHFGHA_14675	glycerol kinase GlpK	1
BHFGHA_14680	glycerol uptake facilitator protein GlpF	1
BHFGHA_14685	septal ring assembly protein ZapB	1
BHFGHA_14690	ribonuclease E activity regulator RraA	1
BHFGHA_14695	1,4-dihydroxy-2-naphthoate polyprenyltransferase	1
BHFGHA_14700	HslU--HslV peptidase ATPase subunit	1
BHFGHA_14705	ATP-dependent protease subunit HslV	1
BHFGHA_14710	cell division protein FtsN	1
BHFGHA_14715	DNA-binding transcriptional regulator CytR	1
BHFGHA_14720	primosomal protein N'	1
BHFGHA_14725	50S ribosomal protein L31	1
BHFGHA_14730	YiiX family permuted papain-like enzyme	1
BHFGHA_14735	met regulon transcriptional regulator MetJ	1
BHFGHA_14740	cystathionine gamma-synthase	1
BHFGHA_14745	bifunctional aspartate kinase/homoserine dehydrogenase II	1
BHFGHA_14750	Nucleoside-specific channel-forming protein Tsx	1
BHFGHA_14755	Bifunctional metallophosphatase/5'-nucleotidase	1
BHFGHA_14760	Bifunctional metallophosphatase/5'-nucleotidase	1
BHFGHA_14765	Cytoplasmic protein	1
BHFGHA_14770	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	1
BHFGHA_14775	methylenetetrahydrofolate reductase	1
BHFGHA_14780	catalase/peroxidase HPI	1
BHFGHA_14785	cystine transporter YijE	1
BHFGHA_14790	Uncharacterized protein YijF	1
BHFGHA_14795	bifunctional L-1,2-propanediol dehydrogenase/glycerol dehydrogenase	1
BHFGHA_14800	fructose-6-phosphate aldolase	1
BHFGHA_14805	Multiphosphoryl transfer protein 2	1
BHFGHA_14810	PTS fructose transporter subunit EIIC	1
BHFGHA_14815	PTS fructose-like transporter subunit IIB	1
BHFGHA_14820	formate C-acetyltransferase	1
BHFGHA_14825	[formate-C-acetyltransferase]-activating enzyme	1
BHFGHA_14830	PTS fructose-like transporter subunit IIB	1
BHFGHA_14835	Uncharacterized HTH-type transcriptional regulator YijO	1
BHFGHA_14840	phosphoethanolamine transferase CptA	1
BHFGHA_14845	phosphoenolpyruvate carboxylase	1
BHFGHA_14850	acetylornithine deacetylase	1
BHFGHA_14855	N-acetyl-gamma-glutamyl-phosphate reductase	1
BHFGHA_14860	acetylglutamate kinase	1
BHFGHA_14865	argininosuccinate lyase	1
BHFGHA_14870	D-mannonate dehydratase ManD	1
BHFGHA_14875	MFS transporter	1
BHFGHA_14885	DNA-binding transcriptional regulator OxyR	1
BHFGHA_14890	Si-specific NAD(P)(+) transhydrogenase	1
BHFGHA_14895	Hippurate hydrolase	1
BHFGHA_14900	Hippurate hydrolase	1
BHFGHA_14905	putative arabinose efflux permease AraJ, MFS family	1
BHFGHA_14910	HTH-type transcriptional repressor FabR	1
BHFGHA_14915	YijD family membrane protein	1
BHFGHA_14920	tRNA (uridine(54)-C5)-methyltransferase TrmA	1
BHFGHA_14925	TonB-dependent vitamin B12 receptor BtuB	1
BHFGHA_14930	glutamate racemase	1
BHFGHA_14960	UDP-N-acetylmuramate dehydrogenase	1
BHFGHA_14965	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA	1
BHFGHA_14970	type I pantothenate kinase	1
BHFGHA_14995	elongation factor Tu	1
BHFGHA_15000	preprotein translocase subunit SecE	1
BHFGHA_15005	transcription termination/antitermination protein NusG	1
BHFGHA_15010	50S ribosomal protein L11	1
BHFGHA_15015	50S ribosomal protein L1	1
BHFGHA_15020	50S ribosomal protein L10	1
BHFGHA_15025	50S ribosomal protein L7/L12	1
BHFGHA_15035	DNA-directed RNA polymerase subunit beta RpoB	1
BHFGHA_15040	DNA-directed RNA polymerase subunit beta'	1
BHFGHA_15045	2-iminoacetate synthase ThiH	1
BHFGHA_15050	thiazole synthase	1
BHFGHA_15055	sulfur carrier protein ThiS	1
BHFGHA_15060	thiazole biosynthesis adenylyltransferase ThiF	1
BHFGHA_15065	thiamine phosphate synthase	1
BHFGHA_15070	phosphomethylpyrimidine synthase ThiC	1
BHFGHA_15075	sigma D regulator	1
BHFGHA_15080	NAD(+) diphosphatase	1
BHFGHA_15085	uroporphyrinogen decarboxylase	1
BHFGHA_15090	deoxyribonuclease V	1
BHFGHA_15095	DUF416 domain-containing protein	1
BHFGHA_15100	nucleoid-associated protein HU-alpha	1
BHFGHA_15105	Uncharacterized protein YjaH	1
BHFGHA_15110	zinc resistance sensor/chaperone ZraP	1
BHFGHA_15115	Zinc resistance-associated protein	1
BHFGHA_15120	two-component system sensor histidine kinase ZraS	1
BHFGHA_15125	sigma-54-dependent response regulator transcription factor ZraR	1
BHFGHA_15130	Phosphoribosylamine--glycine ligase	1
BHFGHA_15135	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	1
BHFGHA_15165	Conserved stress-induced protein	1
BHFGHA_15170	acetyltransferase	1
BHFGHA_15175	homoserine O-succinyltransferase	1
BHFGHA_15180	malate synthase A	1
BHFGHA_15185	isocitrate lyase	1
BHFGHA_15190	bifunctional isocitrate dehydrogenase kinase/phosphatase	1
BHFGHA_15195	glyoxylate bypass operon transcriptional repressor IclR	1
BHFGHA_15200	methionine synthase	1
BHFGHA_15205	hypothetical protein	1
BHFGHA_15210	Inner membrane protein	1
BHFGHA_15215	Uncharacterized protein YjbB	1
BHFGHA_15220	dipeptidase PepE	1
BHFGHA_15225	L-sorbose 1-phosphate reductase	1
BHFGHA_15230	PTS system sorbose-specific EIID component	1
BHFGHA_15235	PTS system sorbose-specific EIIC component	1
BHFGHA_15240	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	1
BHFGHA_15245	Phosphotransferase system, mannose/fructose-specific component IIA	1
BHFGHA_15250	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1
BHFGHA_15255	DNA-binding transcriptional regulator LsrR, DeoR family	1
BHFGHA_15260	23S rRNA pseudouridine(2604) synthase RluF	1
BHFGHA_15265	Uncharacterized protein YjbD	1
BHFGHA_15270	lysine-sensitive aspartokinase 3	1
BHFGHA_15275	glucose-6-phosphate isomerase	1
BHFGHA_15290	Uncharacterized protein YjbE	1
BHFGHA_15295	Uncharacterized lipoprotein YjbF	1
BHFGHA_15300	Uncharacterized protein YjbG	1
BHFGHA_15305	Putative lipoprotein	1
BHFGHA_15310	hypothetical protein	1
BHFGHA_15315	phosphate-starvation-inducible protein PsiE	1
BHFGHA_15320	maltose ABC transporter permease MalG	1
BHFGHA_15325	maltose ABC transporter permease MalF	1
BHFGHA_15330	maltose/maltodextrin ABC transporter substrate-binding protein MalE	1
BHFGHA_15335	maltose/maltodextrin ABC transporter ATP-binding protein MalK	1
BHFGHA_15340	maltoporin LamB	1
BHFGHA_15360	maltose operon protein MalM	1
BHFGHA_15365	chorismate lyase	1
BHFGHA_15370	4-hydroxybenzoate octaprenyltransferase	1
BHFGHA_15375	glycerol-3-phosphate 1-O-acyltransferase PlsB	1
BHFGHA_15380	diacylglycerol kinase	1
BHFGHA_15385	transcriptional repressor LexA	1
BHFGHA_15390	MATE family efflux transporter DinF	1
BHFGHA_15395	UPF0337 protein YjbJ	1
BHFGHA_15400	zinc uptake transcriptional repressor Zur	1
BHFGHA_15405	tRNA dihydrouridine(20/20a) synthase DusA	1
BHFGHA_15410	envelope stress response protein PspG	1
BHFGHA_15415	Quinone oxidoreductase 1	1
BHFGHA_15420	replicative DNA helicase	1
BHFGHA_15425	alanine racemase	1
BHFGHA_15430	aromatic amino acid transaminase	1
BHFGHA_15435	2-oxoglutarate dehydrogenase E1 component	1
BHFGHA_15440	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	1
BHFGHA_15445	dihydrolipoyl dehydrogenase	1
BHFGHA_15450	ADP-forming succinate--CoA ligase subunit beta	1
BHFGHA_15455	succinate--CoA ligase subunit alpha	1
BHFGHA_15460	DASS family sodium-coupled anion symporter	1
BHFGHA_15465	Lactate dehydrogenase	1
BHFGHA_15470	Response regulator	1
BHFGHA_15475	histidine kinase	1
BHFGHA_15480	acid phosphatase AphA	1
BHFGHA_15485	UPF0047 protein YjbQ	1
BHFGHA_15490	Uncharacterized protein YjbR	1
BHFGHA_15500	excinuclease ABC subunit UvrA	1
BHFGHA_15505	single-stranded DNA-binding protein SSB1	1
BHFGHA_15510	Inner membrane protein	1
BHFGHA_15515	c-di-GMP phosphodiesterase PdeC	1
BHFGHA_15520	regulatory protein SoxS	1
BHFGHA_15525	redox-sensitive transcriptional activator SoxR	1
BHFGHA_15535	guanine/hypoxanthine transporter GhxP	1
BHFGHA_15540	Na+/H+ antiporter	1
BHFGHA_15545	DNA-binding transcriptional regulator, LysR family	1
BHFGHA_15550	Holin-like protein CidA	1
BHFGHA_15555	Putative effector of murein hydrolase	1
BHFGHA_15560	cation/acetate symporter ActP	1
BHFGHA_15565	DUF485 domain-containing protein	1
BHFGHA_15585	acetate--CoA ligase	1
BHFGHA_15590	Protein YtcB	1
BHFGHA_15595	ammonia-forming nitrite reductase cytochrome c552 subunit	1
BHFGHA_15600	cytochrome c nitrite reductase pentaheme subunit	1
BHFGHA_15605	cytochrome c nitrite reductase Fe-S protein	1
BHFGHA_15610	cytochrome c nitrite reductase subunit NrfD	1
BHFGHA_15615	heme lyase NrfEFG subunit NrfF	1
BHFGHA_15620	heme lyase NrfEFG subunit NrfF	1
BHFGHA_15625	heme lyase NrfEFG subunit NrfG	1
BHFGHA_15630	glutamate/aspartate:proton symporter GltP	1
BHFGHA_15660	Sel1 domain-containing protein	1
BHFGHA_15665	ABC transporter ATP-binding protein	1
BHFGHA_15670	ABC transporter ATP-binding protein	1
BHFGHA_15675	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	1
BHFGHA_15680	ABC transporter permease	1
BHFGHA_15685	ABC transporter substrate-binding protein	1
BHFGHA_15690	formate dehydrogenase subunit alpha	1
BHFGHA_15695	multidrug efflux transporter outer membrane subunit MdtP	1
BHFGHA_15700	multidrug efflux transporter permease subunit MdtO	1
BHFGHA_15705	multidrug efflux transporter periplasmic adaptor subunit MdtN	1
BHFGHA_15710	Uncharacterized protein YtcA	1
BHFGHA_15715	alkyl sulfatase YjcS	1
BHFGHA_15720	allose kinase	1
BHFGHA_15725	D-allulose-6-phosphate 3-epimerase	1
BHFGHA_15730	D-allose ABC transporter permease	1
BHFGHA_15735	D-allose ABC transporter ATP-binding protein AlsA	1
BHFGHA_15740	D-allose transporter substrate-binding protein	1
BHFGHA_15745	als operon DNA-binding transcriptional repressor AlsR	1
BHFGHA_15750	bifunctional allose-6-phosphate isomerase/ribose-5-phosphate isomerase RpiB	1
BHFGHA_15755	DDRRRQL repeat protein YjdP	1
BHFGHA_15760	phosphonate metabolism protein PhnP	1
BHFGHA_15765	aminoalkylphosphonate N-acetyltransferase	1
BHFGHA_15770	ribose 1,5-bisphosphokinase	1
BHFGHA_15775	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	1
BHFGHA_15780	phosphonate C-P lyase system protein PhnL	1
BHFGHA_15785	phosphonate C-P lyase system protein PhnK	1
BHFGHA_15790	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase PhnJ	1
BHFGHA_15795	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	1
BHFGHA_15800	phosphonate C-P lyase system protein PhnH	1
BHFGHA_15805	phosphonate C-P lyase system protein PhnG	1
BHFGHA_15810	phosphonate metabolism transcriptional regulator PhnF	1
BHFGHA_15815	Phosphonate ABC transporter, permease protein PhnE	1
BHFGHA_15825	phosphonate ABC transporter substrate-binding protein	1
BHFGHA_15830	phosphonate ABC transporter ATP-binding protein	1
BHFGHA_15835	VOC family metalloprotein YjdN	1
BHFGHA_15845	Protein YjdM	1
BHFGHA_15850	clamp-binding protein CrfC	1
BHFGHA_15855	Mutational suppressor of yhjH motility mutation, function uncharacterized	1
BHFGHA_15860	glycine betaine/L-proline transporter ProP	1
BHFGHA_15870	Putative membrane protein PmrR	1
BHFGHA_15875	two-component system sensor histidine kinase PmrB	1
BHFGHA_15880	two-component system response regulator BasR	1
BHFGHA_15885	Cell division protein	1
BHFGHA_15890	arginine/agmatine antiporter	1
BHFGHA_15895	DNA-binding transcriptional activator AdiY	1
BHFGHA_15900	arginine decarboxylase	1
BHFGHA_15905	transcriptional regulator MelR	1
BHFGHA_15910	alpha-galactosidase	1
BHFGHA_15915	Inner membrane protein YjdF	1
BHFGHA_15920	class I fumarate hydratase	1
BHFGHA_15925	anaerobic C4-dicarboxylate transporter DcuB	1
BHFGHA_15930	two-component system response regulator DcuR	1
BHFGHA_15935	Sensor histidine kinase DcuS	1
BHFGHA_15940	Uncharacterized protein YjdI	1
BHFGHA_15945	Uncharacterized protein YjdJ	1
BHFGHA_15950	type V toxin-antitoxin system endoribonuclease antitoxin GhoS	1
BHFGHA_15955	type V toxin-antitoxin system toxin GhoT	1
BHFGHA_15960	lysine--tRNA ligase	1
BHFGHA_15965	dipeptide/tripeptide permease DtpC	1
BHFGHA_15970	lysine decarboxylase CadA	1
BHFGHA_15975	cadaverine/lysine antiporter	1
BHFGHA_15980	lysine decarboxylation/transport transcriptional activator CadC	1
BHFGHA_15985	DUF4942 domain-containing protein	1
BHFGHA_15990	Aec77	1
BHFGHA_15995	Aec76	1
BHFGHA_16000	Antitoxin of the YeeV-YeeU toxin-antitoxin system; CP4-44 prophage	1
BHFGHA_16005	Phage-related protein	1
BHFGHA_16010	CP4-44 prophage	1
BHFGHA_16015	DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif	1
BHFGHA_16020	Antirestriction protein	1
BHFGHA_16025	Aec71	1
BHFGHA_16030	UPF0401 protein c5157	1
BHFGHA_16035	META domain-containing protein	1
BHFGHA_16040	DNA-binding protein	1
BHFGHA_16045	hypothetical protein	1
BHFGHA_16050	G domain-containing protein	1
BHFGHA_16055	hypothetical protein	1
BHFGHA_16060	Inovirus Gp2 family protein	1
BHFGHA_16065	Inovirus Gp2 family protein	1
BHFGHA_16070	DNA-binding transcriptional regulator AlpA	1
BHFGHA_16075	ABC transporter permease	1
BHFGHA_16080	Transposase	1
BHFGHA_16085	Cation/multidrug efflux pump protein	1
BHFGHA_16090	Transcriptional repressor	1
BHFGHA_16095	AraC family transcriptional regulator	1
BHFGHA_16100	S-adenosylmethionine synthetase	1
BHFGHA_16105	methionine adenosyltransferase	1
BHFGHA_16110	Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains	1
BHFGHA_16115	Ligand-binding sensor domain	1
BHFGHA_16120	hypothetical protein	1
BHFGHA_16125	Maturase	1
BHFGHA_16130	Maturase	1
BHFGHA_16135	Permease	1
BHFGHA_16140	Pyruvate-formate lyase-activating enzyme	1
BHFGHA_16145	Pyruvate-formate lyase	1
BHFGHA_16150	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	1
BHFGHA_16155	BMC circularly permuted domain-containing protein	1
BHFGHA_16160	Aldehyde dehydrogenase EutE	1
BHFGHA_16165	propanediol utilization microcompartment protein PduB	1
BHFGHA_16170	propanediol utilization microcompartment protein PduA	1
BHFGHA_16175	propionate kinase	1
BHFGHA_16180	Heme-binding protein	1
BHFGHA_16185	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM	1
BHFGHA_16190	Ethanolamine utilization protein	1
BHFGHA_16195	ethanolamine utilization protein EutJ	1
BHFGHA_16200	Propanediol utilization protein	1
BHFGHA_16205	Alcohol dehydrogenase	1
BHFGHA_16210	DNA-binding protein	1
BHFGHA_16215	hypothetical protein	1
BHFGHA_16220	Hemolysin activator protein	1
BHFGHA_16225	ImpA C-terminal domain-containing protein	1
BHFGHA_16230	Ribonucleases G and E	1
BHFGHA_16235	KAP NTPase domain-containing protein	1
BHFGHA_16240	Phycobilisome protein	1
BHFGHA_16245	Qat anti-phage system QueC-like protein QatC	1
BHFGHA_16250	Qat anti-phage system TatD family nuclease QatD	1
BHFGHA_16255	SMODS and SLOG-associating 2TM effector domain-containing protein	1
BHFGHA_16260	Adenylyl/Guanylyl and SMODS C-terminal sensor domain-containing protein	1
BHFGHA_16265	Transposase	1
BHFGHA_16270	IS3 family transposase	1
BHFGHA_16275	IS3 family transposase ORF A	1
BHFGHA_16280	Alcohol dehydrogenase	1
BHFGHA_16285	IS1 family transposase ORF A	1
BHFGHA_16290	Amino acid permease	1
BHFGHA_16295	Arginine decarboxylase	1
BHFGHA_16300	Amino acid antiporter	1
BHFGHA_16305	ShiA-like protein	1
BHFGHA_16310	Integrase/recombinase, includes phage integrase	1
BHFGHA_16320	transcriptional regulator	1
BHFGHA_16325	protein-disulfide reductase DsbD	1
BHFGHA_16330	divalent cation tolerance protein CutA	1
BHFGHA_16335	anaerobic C4-dicarboxylate transporter DcuA	1
BHFGHA_16340	aspartate ammonia-lyase	1
BHFGHA_16345	UPF0716 protein FxsA	1
BHFGHA_16350	L-methionine/branched-chain amino acid transporter	1
BHFGHA_16355	Co-chaperonin GroES	1
BHFGHA_16360	chaperonin GroEL	1
BHFGHA_16365	Uncharacterized protein YjeI	1
BHFGHA_16370	Uncharacterized protein YjeJ	1
BHFGHA_16375	EF-P beta-lysylation protein EpmB	1
BHFGHA_16380	Elongation factor P	1
BHFGHA_16385	lipoprotein antitoxin entericidin A	1
BHFGHA_16390	lipoprotein toxin entericidin B	1
BHFGHA_16395	quaternary ammonium compound efflux SMR transporter SugE	1
BHFGHA_16400	lipocalin Blc	1
BHFGHA_16405	cephalosporin-hydrolyzing class C beta-lactamase EC-5	1
BHFGHA_16410	fumarate reductase subunit FrdD	1
BHFGHA_16415	Fumarate reductase subunit C	1
BHFGHA_16420	fumarate reductase iron-sulfur protein	1
BHFGHA_16425	fumarate reductase (quinol) flavoprotein subunit	1
BHFGHA_16430	elongation factor P--(R)-beta-lysine ligase	1
BHFGHA_16435	glutamate/gamma-aminobutyrate family transporter YjeM	1
BHFGHA_16440	DUF2645 domain-containing protein	1
BHFGHA_16445	miniconductance mechanosensitive channel MscM	1
BHFGHA_16450	archaetidylserine decarboxylase	1
BHFGHA_16455	small ribosomal subunit biogenesis GTPase RsgA	1
BHFGHA_16460	oligoribonuclease	1
BHFGHA_16480	Uncharacterized protein YjeV	1
BHFGHA_16485	tRNA epoxyqueuosine(34) reductase QueG	1
BHFGHA_16490	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	1
BHFGHA_16495	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	1
BHFGHA_16500	N-acetylmuramoyl-L-alanine amidase AmiB	1
BHFGHA_16505	DNA mismatch repair endonuclease MutL	1
